Sr. No.,Year ,Location,Row,Range,Rep,UniqueID,HSF,Accn,OriginalAccn,Ecotype,Yield,Notes,Whole Harvest
2277,2023,Tifton,Row22,Rnge5,Rep1,B-7-10-1,Fam_170,FID_677,J271.A,Lowland,1580,,
2278,2023,Tifton,Row22,Rnge6,Rep1,B-7-10-2,Fam_170,FID_678,J271.A,Lowland,1657,,
2279,2023,Tifton,Row22,Rnge7,Rep1,B-7-10-3,Fam_170,FID_679,J271.A,Lowland,1979,,
2280,2023,Tifton,Row22,Rnge8,Rep1,B-7-10-4,Fam_170,FID_680,J271.A,Lowland,2913,,
2281,2023,Tifton,Row22,Rnge9,Rep1,B-8-1-1,Fam_171,FID_681,J497.C,Unknown,2140,,
2282,2023,Tifton,Row22,Rnge10,Rep1,B-8-1-2,Fam_171,FID_682,J497.C,Unknown,2901,,
2283,2023,Tifton,Row22,Rnge11,Rep1,B-8-1-3,Fam_171,FID_683,J497.C,Unknown,2442,,
2284,2023,Tifton,Row22,Rnge12,Rep1,B-8-1-4,Fam_171,FID_684,J497.C,Unknown,1359,,
2285,2023,Tifton,Row22,Rnge13,Rep1,B-8-2-1,Fam_172,FID_685,J065.B,Lowland,6291,,
2286,2023,Tifton,Row22,Rnge14,Rep1,B-8-2-2,Fam_172,FID_686,J065.B,Lowland,399,,
2287,2023,Tifton,Row22,Rnge15,Rep1,B-8-2-3,Fam_172,FID_687,J065.B,Lowland,1550,,
2288,2023,Tifton,Row22,Rnge16,Rep1,B-8-2-4,Fam_172,FID_688,J065.B,Lowland,3073,,
2289,2023,Tifton,Row22,Rnge17,Rep1,B-8-3-1,Fam_173,FID_689,J330.A,Lowland,2721,,
2290,2023,Tifton,Row22,Rnge18,Rep1,B-8-3-2,Fam_173,FID_690,J330.A,Lowland,1782,,
2291,2023,Tifton,Row22,Rnge19,Rep1,B-8-3-3,Fam_173,FID_691,J330.A,Lowland,2289,,
2292,2023,Tifton,Row22,Rnge20,Rep1,B-8-3-4,Fam_173,FID_692,J330.A,Lowland,4400,,
2293,2023,Tifton,Row22,Rnge21,Rep1,C-18-5-1,Fam_174,FID_693,497.C,Unknown,2075,,
2294,2023,Tifton,Row22,Rnge22,Rep1,C-18-5-2,Fam_174,FID_694,497.C,Unknown,2056,,
2295,2023,Tifton,Row22,Rnge23,Rep1,C-18-5-3,Fam_174,FID_695,497.C,Unknown,3921,,
2296,2023,Tifton,Row22,Rnge24,Rep1,C-18-5-4,Fam_174,FID_696,497.C,Unknown,6166,,
2297,2023,Tifton,Row22,Rnge25,Rep1,B-8-5-1,Fam_175,FID_697,J008.D,Lowland,1973,,
2298,2023,Tifton,Row22,Rnge26,Rep1,B-8-5-2,Fam_175,FID_698,J008.D,Lowland,1641,,
2299,2023,Tifton,Row22,Rnge27,Rep1,B-8-5-3,Fam_175,FID_699,J008.D,Lowland,3809,,
2300,2023,Tifton,Row22,Rnge28,Rep1,B-8-5-4,Fam_175,FID_700,J008.D,Lowland,1930,,
2301,2023,Tifton,Row22,Rnge29,Rep1,B-8-6-1,Fam_176,FID_701,J321.A,Lowland,1702,,
2302,2023,Tifton,Row22,Rnge30,Rep1,B-8-6-2,Fam_176,FID_702,J321.A,Lowland,4608,,
2303,2023,Tifton,Row22,Rnge31,Rep1,B-8-6-3,Fam_176,FID_703,J321.A,Lowland,1472,,
2304,2023,Tifton,Row22,Rnge32,Rep1,B-8-6-4,Fam_176,FID_704,J321.A,Lowland,3941,,
2305,2023,Tifton,Row23,Rnge1,Rep1,B-8-7-1,Fam_177,FID_705,J463.A,Coastal,,,Missing 
2306,2023,Tifton,Row23,Rnge2,Rep1,B-8-7-2,Fam_177,FID_706,J463.A,Coastal,1076,,
2307,2023,Tifton,Row23,Rnge3,Rep1,B-8-7-3,Fam_177,FID_707,J463.A,Coastal,3277,,
2308,2023,Tifton,Row23,Rnge4,Rep1,B-8-7-4,Fam_177,FID_708,J463.A,Coastal,595,,
2309,2023,Tifton,Row23,Rnge5,Rep1,B-8-8-1,Fam_178,FID_709,J041.A,Lowland,3548,,
2310,2023,Tifton,Row23,Rnge6,Rep1,B-8-8-2,Fam_178,FID_710,J041.A,Lowland,2507,,
2311,2023,Tifton,Row23,Rnge7,Rep1,B-8-8-3,Fam_178,FID_711,J041.A,Lowland,2358,,
2312,2023,Tifton,Row23,Rnge8,Rep1,B-8-8-4,Fam_178,FID_712,J041.A,Lowland,2016,,
2313,2023,Tifton,Row23,Rnge9,Rep1,B-8-9-1,Fam_179,FID_713,J288.B,Unknown,4183,,
2314,2023,Tifton,Row23,Rnge10,Rep1,B-8-9-2,Fam_179,FID_714,J288.B,Unknown,1509,,
2315,2023,Tifton,Row23,Rnge11,Rep1,B-8-9-3,Fam_179,FID_715,J288.B,Unknown,2343,,
2316,2023,Tifton,Row23,Rnge12,Rep1,B-8-9-4,Fam_179,FID_716,J288.B,Unknown,1814,,
2317,2023,Tifton,Row23,Rnge13,Rep1,B-8-10-1,Fam_180,FID_717,J019.A,Coastal,3210,,
2318,2023,Tifton,Row23,Rnge14,Rep1,B-8-10-2,Fam_180,FID_718,J019.A,Coastal,1993,,
2319,2023,Tifton,Row23,Rnge15,Rep1,B-8-10-3,Fam_180,FID_719,J019.A,Coastal,1102,,
2320,2023,Tifton,Row23,Rnge16,Rep1,B-8-10-4,Fam_180,FID_720,J019.A,Coastal,3558,,
2321,2023,Tifton,Row23,Rnge17,Rep1,B-9-1-1,Fam_181,FID_721,J271.A,Lowland,2174,,
2322,2023,Tifton,Row23,Rnge18,Rep1,B-9-1-2,Fam_181,FID_722,J271.A,Lowland,2444,,
2323,2023,Tifton,Row23,Rnge19,Rep1,B-9-1-3,Fam_181,FID_723,J271.A,Lowland,648,,
2324,2023,Tifton,Row23,Rnge20,Rep1,B-9-1-4,Fam_181,FID_724,J271.A,Lowland,4250,,
2325,2023,Tifton,Row23,Rnge21,Rep1,B-9-2-1,Fam_182,FID_725,J326.A,Coastal,2046,,
2326,2023,Tifton,Row23,Rnge22,Rep1,B-9-2-2,Fam_182,FID_726,J326.A,Coastal,1238,,
2327,2023,Tifton,Row23,Rnge23,Rep1,B-9-2-3,Fam_182,FID_727,J326.A,Coastal,825,,
2328,2023,Tifton,Row23,Rnge24,Rep1,B-9-2-4,Fam_182,FID_728,J326.A,Coastal,3163,,
2329,2023,Tifton,Row23,Rnge25,Rep1,B-9-3-1,Fam_183,FID_729,J019.A,Coastal,2535,,
2330,2023,Tifton,Row23,Rnge26,Rep1,B-9-3-2,Fam_183,FID_730,J019.A,Coastal,3623,,
2331,2023,Tifton,Row23,Rnge27,Rep1,B-9-3-3,Fam_183,FID_731,J019.A,Coastal,1628,,
2332,2023,Tifton,Row23,Rnge28,Rep1,B-9-3-4,Fam_183,FID_732,J019.A,Coastal,4935,,
2333,2023,Tifton,Row23,Rnge29,Rep1,B-9-4-1,Fam_184,FID_733,J005.A,Lowland,2599,,
2334,2023,Tifton,Row23,Rnge30,Rep1,B-9-4-2,Fam_184,FID_734,J005.A,Lowland,,,Missing 
2335,2023,Tifton,Row23,Rnge31,Rep1,B-9-4-3,Fam_184,FID_735,J005.A,Lowland,,,Missing 
2336,2023,Tifton,Row23,Rnge32,Rep1,B-9-4-4,Fam_184,FID_736,J005.A,Lowland,1008,,
2337,2023,Tifton,Row24,Rnge1,Rep1,B-9-5-1,Fam_185,FID_737,J288.B,Unknown,6020,,
2338,2023,Tifton,Row24,Rnge2,Rep1,B-9-5-2,Fam_185,FID_738,J288.B,Unknown,2968,,
2339,2023,Tifton,Row24,Rnge3,Rep1,B-9-5-3,Fam_185,FID_739,J288.B,Unknown,2206,,
2340,2023,Tifton,Row24,Rnge4,Rep1,B-9-5-4,Fam_185,FID_740,J288.B,Unknown,4703,,
2341,2023,Tifton,Row24,Rnge5,Rep1,B-9-6-1,Fam_186,FID_741,J218.A,Lowland,6128,,
2342,2023,Tifton,Row24,Rnge6,Rep1,B-9-6-2,Fam_186,FID_742,J218.A,Lowland,1487,,
2343,2023,Tifton,Row24,Rnge7,Rep1,B-9-6-3,Fam_186,FID_743,J218.A,Lowland,1812,,
2344,2023,Tifton,Row24,Rnge8,Rep1,B-9-6-4,Fam_186,FID_744,J218.A,Lowland,5394,,
2345,2023,Tifton,Row24,Rnge9,Rep1,B-9-7-1,Fam_187,FID_745,J226.A,Lowland,3899,,
2346,2023,Tifton,Row24,Rnge10,Rep1,B-9-7-2,Fam_187,FID_746,J226.A,Lowland,3224,,
2347,2023,Tifton,Row24,Rnge11,Rep1,B-9-7-3,Fam_187,FID_747,J226.A,Lowland,3199,,
2348,2023,Tifton,Row24,Rnge12,Rep1,B-9-7-4,Fam_187,FID_748,J226.A,Lowland,4440,,
2349,2023,Tifton,Row24,Rnge13,Rep1,B-9-8-1,Fam_188,FID_749,J652.A,Lowland,2724,,
2350,2023,Tifton,Row24,Rnge14,Rep1,B-9-8-2,Fam_188,FID_750,J652.A,Lowland,2601,,
2351,2023,Tifton,Row24,Rnge15,Rep1,B-9-8-3,Fam_188,FID_751,J652.A,Lowland,4996,,
2352,2023,Tifton,Row24,Rnge16,Rep1,B-9-8-4,Fam_188,FID_752,J652.A,Lowland,3137,,
2353,2023,Tifton,Row24,Rnge17,Rep1,B-9-9-1,Fam_189,FID_753,J008.D,Lowland,3130,,
2354,2023,Tifton,Row24,Rnge18,Rep1,B-9-9-2,Fam_189,FID_754,J008.D,Lowland,2511,,
2355,2023,Tifton,Row24,Rnge19,Rep1,B-9-9-3,Fam_189,FID_755,J008.D,Lowland,2419,,
2356,2023,Tifton,Row24,Rnge20,Rep1,B-9-9-4,Fam_189,FID_756,J008.D,Lowland,4044,,
2357,2023,Tifton,Row24,Rnge21,Rep1,B-9-10-1,Fam_190,FID_757,J235.A,Lowland,3720,,
2358,2023,Tifton,Row24,Rnge22,Rep1,B-9-10-2,Fam_190,FID_758,J235.A,Lowland,2611,,
2359,2023,Tifton,Row24,Rnge23,Rep1,B-9-10-3,Fam_190,FID_759,J235.A,Lowland,1930,,
2360,2023,Tifton,Row24,Rnge24,Rep1,B-9-10-4,Fam_190,FID_760,J235.A,Lowland,1762,,
2361,2023,Tifton,Row24,Rnge25,Rep1,B-10-1-1,Fam_191,FID_761,J456.A,Coastal,5001,,
2362,2023,Tifton,Row24,Rnge26,Rep1,B-10-1-2,Fam_191,FID_762,J456.A,Coastal,2717,,
2363,2023,Tifton,Row24,Rnge27,Rep1,B-10-1-3,Fam_191,FID_763,J456.A,Coastal,393,,
2364,2023,Tifton,Row24,Rnge28,Rep1,B-10-1-4,Fam_191,FID_764,J456.A,Coastal,4137,,
2365,2023,Tifton,Row24,Rnge29,Rep1,B-10-2-1,Fam_192,FID_765,J321.A,Lowland,6197,,
2366,2023,Tifton,Row24,Rnge30,Rep1,B-10-2-2,Fam_192,FID_766,J321.A,Lowland,2283,,
2367,2023,Tifton,Row24,Rnge31,Rep1,B-10-2-3,Fam_192,FID_767,J321.A,Lowland,2311,,
2368,2023,Tifton,Row24,Rnge32,Rep1,B-10-2-4,Fam_192,FID_768,J321.A,Lowland,5170,,
2369,2023,Tifton,Row25,Rnge1,Rep1,B-10-3-1,Fam_193,FID_769,J237.A,Lowland,1626,,
2370,2023,Tifton,Row25,Rnge2,Rep1,B-10-3-2,Fam_193,FID_770,J237.A,Lowland,1514,,
2371,2023,Tifton,Row25,Rnge3,Rep1,B-10-3-3,Fam_193,FID_771,J237.A,Lowland,3465,,
2372,2023,Tifton,Row25,Rnge4,Rep1,B-10-3-4,Fam_193,FID_772,J237.A,Lowland,1867,,
2373,2023,Tifton,Row25,Rnge5,Rep1,C-25-5-1,Fam_194,FID_773,J004.B,Lowland,59,,W
2374,2023,Tifton,Row25,Rnge6,Rep1,C-25-5-2,Fam_194,FID_774,J004.B,Lowland,2992,,
2375,2023,Tifton,Row25,Rnge7,Rep1,C-25-5-3,Fam_194,FID_775,J004.B,Lowland,1350,,
2376,2023,Tifton,Row25,Rnge8,Rep1,C-25-5-4,Fam_194,FID_776,J004.B,Lowland,3673,,
2377,2023,Tifton,Row25,Rnge9,Rep1,B-10-5-1,Fam_195,FID_777,J235.A,Lowland,1772,,
2378,2023,Tifton,Row25,Rnge10,Rep1,B-10-5-2,Fam_195,FID_778,J235.A,Lowland,1632,,
2379,2023,Tifton,Row25,Rnge11,Rep1,B-10-5-3,Fam_195,FID_779,J235.A,Lowland,667,,
2380,2023,Tifton,Row25,Rnge12,Rep1,B-10-5-4,Fam_195,FID_780,J235.A,Lowland,2820,,
2381,2023,Tifton,Row25,Rnge13,Rep1,B-10-6-1,Fam_196,FID_781,J312.A,Unknown,3393,,
2382,2023,Tifton,Row25,Rnge14,Rep1,B-10-6-2,Fam_196,FID_782,J312.A,Unknown,38,,W
2383,2023,Tifton,Row25,Rnge15,Rep1,B-10-6-3,Fam_196,FID_783,J312.A,Unknown,1149,,
2384,2023,Tifton,Row25,Rnge16,Rep1,B-10-6-4,Fam_196,FID_784,J312.A,Unknown,3022,,
2385,2023,Tifton,Row25,Rnge17,Rep1,B-10-7-1,Fam_197,FID_785,J319.A,Lowland,3752,,
2386,2023,Tifton,Row25,Rnge18,Rep1,B-10-7-2,Fam_197,FID_786,J319.A,Lowland,1730,,
2387,2023,Tifton,Row25,Rnge19,Rep1,B-10-7-3,Fam_197,FID_787,J319.A,Lowland,2128,,
2388,2023,Tifton,Row25,Rnge20,Rep1,B-10-7-4,Fam_197,FID_788,J319.A,Lowland,2285,,
2389,2023,Tifton,Row25,Rnge21,Rep1,B-10-8-1,Fam_198,FID_789,J005.A,Lowland,5037,,
2390,2023,Tifton,Row25,Rnge22,Rep1,B-10-8-2,Fam_198,FID_790,J005.A,Lowland,1743,,
2391,2023,Tifton,Row25,Rnge23,Rep1,B-10-8-3,Fam_198,FID_791,J005.A,Lowland,3655,,
2392,2023,Tifton,Row25,Rnge24,Rep1,B-10-8-4,Fam_198,FID_792,J005.A,Lowland,4846,,
2393,2023,Tifton,Row25,Rnge25,Rep1,B-10-9-1,Fam_199,FID_793,J280.A,Lowland,3608,,
2394,2023,Tifton,Row25,Rnge26,Rep1,B-10-9-2,Fam_199,FID_794,J280.A,Lowland,444,,
2395,2023,Tifton,Row25,Rnge27,Rep1,B-10-9-3,Fam_199,FID_795,J280.A,Lowland,4913,,
2396,2023,Tifton,Row25,Rnge28,Rep1,B-10-9-4,Fam_199,FID_796,J280.A,Lowland,1897,,
2397,2023,Tifton,Row25,Rnge29,Rep1,B-10-10-1,Fam_200,FID_797,J222.A,Lowland,2038,,
2398,2023,Tifton,Row25,Rnge30,Rep1,B-10-10-2,Fam_200,FID_798,J222.A,Lowland,2657,,
2399,2023,Tifton,Row25,Rnge31,Rep1,B-10-10-3,Fam_200,FID_799,J222.A,Lowland,2203,,
2400,2023,Tifton,Row25,Rnge32,Rep1,B-10-10-4,Fam_200,FID_800,J222.A,Lowland,5376,,
2401,2023,Tifton,Row26,Rnge1,Rep2,A-1-1-1,Fam_1,FID_1,TCL-7,Unknown,3740,,
2402,2023,Tifton,Row26,Rnge2,Rep2,A-1-1-2,Fam_1,FID_2,TCL-7,Unknown,1262,,
2403,2023,Tifton,Row26,Rnge3,Rep2,A-1-1-3,Fam_1,FID_3,TCL-7,Unknown,801,,
2404,2023,Tifton,Row26,Rnge4,Rep2,A-1-1-4,Fam_1,FID_4,TCL-7,Unknown,2361,,
2405,2023,Tifton,Row26,Rnge5,Rep2,A-1-2-1,Fam_2,FID_5,J249.C,Lowland,6746,,
2406,2023,Tifton,Row26,Rnge6,Rep2,A-1-2-2,Fam_2,FID_6,J249.C,Lowland,1267,,
2407,2023,Tifton,Row26,Rnge7,Rep2,A-1-2-3,Fam_2,FID_7,J249.C,Lowland,1986,,
2408,2023,Tifton,Row26,Rnge8,Rep2,A-1-2-4,Fam_2,FID_8,J249.C,Lowland,6700,,
2409,2023,Tifton,Row26,Rnge9,Rep2,A-1-3-1,Fam_3,FID_9,J247.A,Lowland,1864,,
2410,2023,Tifton,Row26,Rnge10,Rep2,A-1-3-2,Fam_3,FID_10,J247.A,Lowland,3835,,
2411,2023,Tifton,Row26,Rnge11,Rep2,A-1-3-3,Fam_3,FID_11,J247.A,Lowland,3900,,
2412,2023,Tifton,Row26,Rnge12,Rep2,A-1-3-4,Fam_3,FID_12,J247.A,Lowland,3486,,
2413,2023,Tifton,Row26,Rnge13,Rep2,A-1-4-1,Fam_4,FID_13,J496.C,Lowland,3406,,
2414,2023,Tifton,Row26,Rnge14,Rep2,A-1-4-2,Fam_4,FID_14,J496.C,Lowland,3545,,
2415,2023,Tifton,Row26,Rnge15,Rep2,A-1-4-3,Fam_4,FID_15,J496.C,Lowland,1547,,
2416,2023,Tifton,Row26,Rnge16,Rep2,A-1-4-4,Fam_4,FID_16,J496.C,Lowland,3406,,
2417,2023,Tifton,Row26,Rnge17,Rep2,A-1-5-1,Fam_5,FID_17,J320.A,Lowland,7850,,
2418,2023,Tifton,Row26,Rnge18,Rep2,A-1-5-2,Fam_5,FID_18,J320.A,Lowland,3371,,
2419,2023,Tifton,Row26,Rnge19,Rep2,A-1-5-3,Fam_5,FID_19,J320.A,Lowland,2552,,
2420,2023,Tifton,Row26,Rnge20,Rep2,A-1-5-4,Fam_5,FID_20,J320.A,Lowland,6888,,
2421,2023,Tifton,Row26,Rnge21,Rep2,A-1-6-1,Fam_6,FID_21,J594.A,Lowland,1728,,
2422,2023,Tifton,Row26,Rnge22,Rep2,A-1-6-2,Fam_6,FID_22,J594.A,Lowland,3553,,
2423,2023,Tifton,Row26,Rnge23,Rep2,A-1-6-3,Fam_6,FID_23,J594.A,Lowland,2151,,
2424,2023,Tifton,Row26,Rnge24,Rep2,A-1-6-4,Fam_6,FID_24,J594.A,Lowland,1849,,
2425,2023,Tifton,Row26,Rnge25,Rep2,A-1-7-1,Fam_7,FID_25,J484.A,Lowland,1028,,
2426,2023,Tifton,Row26,Rnge26,Rep2,A-1-7-2,Fam_7,FID_26,J484.A,Lowland,1756,,
2427,2023,Tifton,Row26,Rnge27,Rep2,A-1-7-3,Fam_7,FID_27,J484.A,Lowland,1428,,
2428,2023,Tifton,Row26,Rnge28,Rep2,A-1-7-4,Fam_7,FID_28,J484.A,Lowland,3665,,
2429,2023,Tifton,Row26,Rnge29,Rep2,A-1-8-1,Fam_8,FID_29,J009.C,Lowland,2352,,
2430,2023,Tifton,Row26,Rnge30,Rep2,A-1-8-2,Fam_8,FID_30,J009.C,Lowland,1824,,
2431,2023,Tifton,Row26,Rnge31,Rep2,A-1-8-3,Fam_8,FID_31,J009.C,Lowland,3668,,
2432,2023,Tifton,Row26,Rnge32,Rep2,A-1-8-4,Fam_8,FID_32,J009.C,Lowland,4344,,
2433,2023,Tifton,Row27,Rnge1,Rep2,A-1-9-1,Fam_9,FID_33,J272.A,Lowland,3045,,
2434,2023,Tifton,Row27,Rnge2,Rep2,A-1-9-2,Fam_9,FID_34,J272.A,Lowland,4032,,
2435,2023,Tifton,Row27,Rnge3,Rep2,A-1-9-3,Fam_9,FID_35,J272.A,Lowland,3853,,
2436,2023,Tifton,Row27,Rnge4,Rep2,A-1-9-8,Fam_9,FID_36,J272.A,Lowland,2078,,
2437,2023,Tifton,Row27,Rnge5,Rep2,A-1-10-1,Fam_10,FID_37,J324.A,Lowland,3432,,
2438,2023,Tifton,Row27,Rnge6,Rep2,A-1-10-2,Fam_10,FID_38,J324.A,Lowland,1447,,
2439,2023,Tifton,Row27,Rnge7,Rep2,A-1-10-3,Fam_10,FID_39,J324.A,Lowland,2483,,
2440,2023,Tifton,Row27,Rnge8,Rep2,A-1-10-4,Fam_10,FID_40,J324.A,Lowland,5404,,
2441,2023,Tifton,Row27,Rnge9,Rep2,A-2-1-1,Fam_11,FID_41,J230.A,Lowland,2163,,
2442,2023,Tifton,Row27,Rnge10,Rep2,A-2-1-2,Fam_11,FID_42,J230.A,Lowland,1722,,
2443,2023,Tifton,Row27,Rnge11,Rep2,A-2-1-3,Fam_11,FID_43,J230.A,Lowland,4022,,
2444,2023,Tifton,Row27,Rnge12,Rep2,A-2-1-4,Fam_11,FID_44,J230.A,Lowland,1060,,
2445,2023,Tifton,Row27,Rnge13,Rep2,A-2-2-1,Fam_12,FID_45,J272.A,Lowland,5391,,
2446,2023,Tifton,Row27,Rnge14,Rep2,A-2-2-2,Fam_12,FID_46,J272.A,Lowland,1903,,
2447,2023,Tifton,Row27,Rnge15,Rep2,A-2-2-3,Fam_12,FID_47,J272.A,Lowland,2493,,
2448,2023,Tifton,Row27,Rnge16,Rep2,A-2-2-4,Fam_12,FID_48,J272.A,Lowland,1428,,
2449,2023,Tifton,Row27,Rnge17,Rep2,A-2-3-1,Fam_13,FID_49,J514.A,Lowland,3749,,
2450,2023,Tifton,Row27,Rnge18,Rep2,A-2-3-2,Fam_13,FID_50,J514.A,Lowland,2638,,
2451,2023,Tifton,Row27,Rnge19,Rep2,A-2-3-3,Fam_13,FID_51,J514.A,Lowland,3125,,
2452,2023,Tifton,Row27,Rnge20,Rep2,A-2-3-4,Fam_13,FID_52,J514.A,Lowland,1493,,
2453,2023,Tifton,Row27,Rnge21,Rep2,A-2-4-1,Fam_14,FID_53,J323.A,Lowland,,Dead,
2454,2023,Tifton,Row27,Rnge22,Rep2,A-2-4-2,Fam_14,FID_54,J323.A,Lowland,2896,,
2455,2023,Tifton,Row27,Rnge23,Rep2,A-2-4-3,Fam_14,FID_55,J323.A,Lowland,1647,,
2456,2023,Tifton,Row27,Rnge24,Rep2,A-2-4-4,Fam_14,FID_56,J323.A,Lowland,1079,,
2457,2023,Tifton,Row27,Rnge25,Rep2,A-2-5-1,Fam_15,FID_57,J498.B,Coastal,3295,,
2458,2023,Tifton,Row27,Rnge26,Rep2,A-2-5-2,Fam_15,FID_58,J498.B,Coastal,261,,
2459,2023,Tifton,Row27,Rnge27,Rep2,A-2-5-3,Fam_15,FID_59,J498.B,Coastal,3585,,
2460,2023,Tifton,Row27,Rnge28,Rep2,A-2-5-4,Fam_15,FID_60,J498.B,Coastal,3664,,
2461,2023,Tifton,Row27,Rnge29,Rep2,A-2-6-1,Fam_16,FID_61,J230.A,Lowland,2614,,
2462,2023,Tifton,Row27,Rnge30,Rep2,A-2-6-2,Fam_16,FID_62,J230.A,Lowland,2563,,
2463,2023,Tifton,Row27,Rnge31,Rep2,A-2-6-3,Fam_16,FID_63,J230.A,Lowland,4573,,
2464,2023,Tifton,Row27,Rnge32,Rep2,A-2-6-4,Fam_16,FID_64,J230.A,Lowland,5313,,
2465,2023,Tifton,Row28,Rnge1,Rep2,A-2-7-1,Fam_17,FID_65,J247.A,Lowland,3684,,
2466,2023,Tifton,Row28,Rnge2,Rep2,A-2-7-2,Fam_17,FID_66,J247.A,Lowland,293,,
2467,2023,Tifton,Row28,Rnge3,Rep2,A-2-7-3,Fam_17,FID_67,J247.A,Lowland,1728,,
2468,2023,Tifton,Row28,Rnge4,Rep2,A-2-7-4,Fam_17,FID_68,J247.A,Lowland,1996,,
2469,2023,Tifton,Row28,Rnge5,Rep2,A-2-8-1,Fam_18,FID_69,J229.A,Lowland,3050,,
2470,2023,Tifton,Row28,Rnge6,Rep2,A-2-8-2,Fam_18,FID_70,J229.A,Lowland,2484,,
2471,2023,Tifton,Row28,Rnge7,Rep2,A-2-8-7,Fam_18,FID_71,J229.A,Lowland,3667,,
2472,2023,Tifton,Row28,Rnge8,Rep2,A-2-8-4,Fam_18,FID_72,J229.A,Lowland,2278,,
2473,2023,Tifton,Row28,Rnge9,Rep2,A-2-9-5,Fam_19,FID_73,J249.C,Lowland,4340,,
2474,2023,Tifton,Row28,Rnge10,Rep2,A-2-9-6,Fam_19,FID_74,J249.C,Lowland,3279,,
2475,2023,Tifton,Row28,Rnge11,Rep2,A-2-9-3,Fam_19,FID_75,J249.C,Lowland,2857,,
2476,2023,Tifton,Row28,Rnge12,Rep2,A-2-9-4,Fam_19,FID_76,J249.C,Lowland,3953,,
2477,2023,Tifton,Row28,Rnge13,Rep2,A-2-10-1,Fam_20,FID_77,J514.A,Lowland,3084,,
2478,2023,Tifton,Row28,Rnge14,Rep2,A-2-10-2,Fam_20,FID_78,J514.A,Lowland,3620,,
2479,2023,Tifton,Row28,Rnge15,Rep2,A-2-10-3,Fam_20,FID_79,J514.A,Lowland,3854,,
2480,2023,Tifton,Row28,Rnge16,Rep2,A-2-10-4,Fam_20,FID_80,J514.A,Lowland,3832,,
2481,2023,Tifton,Row28,Rnge17,Rep2,A-3-1-1,Fam_21,FID_81,J324.A,Lowland,5187,,
2482,2023,Tifton,Row28,Rnge18,Rep2,A-3-1-2,Fam_21,FID_82,J324.A,Lowland,593,,
2483,2023,Tifton,Row28,Rnge19,Rep2,A-3-1-3,Fam_21,FID_83,J324.A,Lowland,3022,,
2484,2023,Tifton,Row28,Rnge20,Rep2,A-3-1-4,Fam_21,FID_84,J324.A,Lowland,2372,,
2485,2023,Tifton,Row28,Rnge21,Rep2,A-3-2-1,Fam_22,FID_85,J219.A,Lowland,1319,,
2486,2023,Tifton,Row28,Rnge22,Rep2,A-3-2-2,Fam_22,FID_86,J219.A,Lowland,804,,
2487,2023,Tifton,Row28,Rnge23,Rep2,A-3-2-3,Fam_22,FID_87,J219.A,Lowland,3142,,
2488,2023,Tifton,Row28,Rnge24,Rep2,A-3-2-4,Fam_22,FID_88,J219.A,Lowland,3862,,
2489,2023,Tifton,Row28,Rnge25,Rep2,A-3-3-1,Fam_23,FID_89,J594.A,Lowland,3131,,
2490,2023,Tifton,Row28,Rnge26,Rep2,A-3-3-2,Fam_23,FID_90,J594.A,Lowland,572,,
2491,2023,Tifton,Row28,Rnge27,Rep2,A-3-3-3,Fam_23,FID_91,J594.A,Lowland,1380,,
2492,2023,Tifton,Row28,Rnge28,Rep2,A-3-3-4,Fam_23,FID_92,J594.A,Lowland,600,,
2493,2023,Tifton,Row28,Rnge29,Rep2,A-3-4-1,Fam_24,FID_93,B6,Coastal,412,,
2494,2023,Tifton,Row28,Rnge30,Rep2,A-3-4-2,Fam_24,FID_94,B6,Coastal,3123,,
2495,2023,Tifton,Row28,Rnge31,Rep2,A-3-4-3,Fam_24,FID_95,B6,Coastal,4718,,
2496,2023,Tifton,Row28,Rnge32,Rep2,A-3-4-4,Fam_24,FID_96,B6,Coastal,2235,,
2497,2023,Tifton,Row29,Rnge1,Rep2,A-3-5-1,Fam_25,FID_97,J215.A,Lowland,5489,,
2498,2023,Tifton,Row29,Rnge2,Rep2,A-3-5-2,Fam_25,FID_98,J215.A,Lowland,2613,,
2499,2023,Tifton,Row29,Rnge3,Rep2,A-3-5-3,Fam_25,FID_99,J215.A,Lowland,4522,,
2500,2023,Tifton,Row29,Rnge4,Rep2,A-3-5-4,Fam_25,FID_100,J215.A,Lowland,4053,,
2501,2023,Tifton,Row29,Rnge5,Rep2,A-3-6-1,Fam_26,FID_101,J499.A,Coastal,2042,,
2502,2023,Tifton,Row29,Rnge6,Rep2,A-3-6-2,Fam_26,FID_102,J499.A,Coastal,1849,,
2503,2023,Tifton,Row29,Rnge7,Rep2,A-3-6-7,Fam_26,FID_103,J499.A,Coastal,4183,,
2504,2023,Tifton,Row29,Rnge8,Rep2,A-3-6-4,Fam_26,FID_104,J499.A,Coastal,2572,,
2505,2023,Tifton,Row29,Rnge9,Rep2,A-3-7-1,Fam_27,FID_105,J219.A,Lowland,4521,,
2506,2023,Tifton,Row29,Rnge10,Rep2,A-3-7-2,Fam_27,FID_106,J219.A,Lowland,2034,,
2507,2023,Tifton,Row29,Rnge11,Rep2,A-3-7-3,Fam_27,FID_107,J219.A,Lowland,1893,,
2508,2023,Tifton,Row29,Rnge12,Rep2,A-3-7-4,Fam_27,FID_108,J219.A,Lowland,4836,,
